M [ 0 , <decl-spec> ] = GOTO 1
M [ 1491 , OP_LE ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_LOR ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_LT ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_MOD ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_MUL ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_NEQ ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_OR ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_SHL ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_SHR ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_SUB ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_XOR ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1492 , DELIM_COMMA ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , DELIM_QUESTION ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , DELIM_RSQBRACKET ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_ADD ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_AND ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_DIV ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_EQ ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_GE ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_GT ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_LAND ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_LE ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_LOR ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_LT ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_MOD ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_MUL ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_NEQ ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_OR ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_SHL ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_SHR ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_SUB ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1492 , OP_XOR ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 1493 , <additive-expr> ] = GOTO 299
M [ 1493 , <and-expr> ] = GOTO 300
M [ 1493 , <asn-expr> ] = GOTO 301
M [ 1493 , <cast-expr> ] = GOTO 302
M [ 1493 , <cond-expr> ] = GOTO 303
M [ 1493 , <constant> ] = GOTO 304
M [ 1493 , <enum-spec> ] = GOTO 305
M [ 1493 , <eq-expr> ] = GOTO 306
M [ 1493 , <exc-or-expr> ] = GOTO 307
M [ 1493 , <expr> ] = GOTO 1487
M [ 1493 , <inc-or-expr> ] = GOTO 309
M [ 1493 , <land-expr> ] = GOTO 310
M [ 1493 , <lor-expr> ] = GOTO 311
M [ 1493 , <multiplicative-expr> ] = GOTO 312
M [ 1493 , <num-const> ] = GOTO 313
M [ 1493 , <postfix-expr> ] = GOTO 314
M [ 1493 , <prim-expr> ] = GOTO 315
M [ 1493 , <rel-expr> ] = GOTO 316
M [ 1493 , <shift-expr> ] = GOTO 317
M [ 1493 , <spec-qual-list> ] = GOTO 318
M [ 1493 , <struct-union-spec> ] = GOTO 319
M [ 1493 , <struct-union> ] = GOTO 320
M [ 1493 , <type-name> ] = GOTO 1605
M [ 1493 , <type-qual> ] = GOTO 322
M [ 1493 , <type-spec> ] = GOTO 323
M [ 1493 , <unary-expr> ] = GOTO 324
M [ 1493 , <unary-op> ] = GOTO 325
M [ 1493 , CHAR_CONST ] = SHIFT 326
M [ 1493 , DELIM_LPAR ] = SHIFT 327
M [ 1493 , FLOAT_CONST ] = SHIFT 328
M [ 1493 , IDENTIFIER ] = SHIFT 329
M [ 1493 , INT_CONST ] = SHIFT 330
M [ 1493 , OP_ADD ] = SHIFT 135
M [ 1493 , OP_AND ] = SHIFT 136
M [ 1493 , OP_DEC ] = SHIFT 331
M [ 1493 , OP_INC ] = SHIFT 332
M [ 1493 , OP_LNOT ] = SHIFT 139
M [ 1493 , OP_MUL ] = SHIFT 140
M [ 1493 , OP_NOT ] = SHIFT 141
M [ 1493 , OP_SUB ] = SHIFT 142
M [ 1493 , STR_LITERAL ] = SHIFT 333
M [ 1493 , char ] = SHIFT 334
M [ 1493 , const ] = SHIFT 335
M [ 1493 , double ] = SHIFT 336
M [ 1493 , enum ] = SHIFT 337
M [ 1493 , float ] = SHIFT 338
M [ 1493 , int ] = SHIFT 339
M [ 1493 , long ] = SHIFT 340
M [ 1493 , short ] = SHIFT 341
M [ 1493 , signed ] = SHIFT 342
M [ 1493 , sizeof ] = SHIFT 343
M [ 1493 , struct ] = SHIFT 21
M [ 1493 , unsigned ] = SHIFT 344
M [ 1493 , void ] = SHIFT 345
M [ 1494 , <additive-expr> ] = GOTO 615
M [ 1494 , <and-expr> ] = GOTO 616
M [ 1494 , <cast-expr> ] = GOTO 618
M [ 1494 , <cond-expr> ] = GOTO 1606
M [ 1494 , <constant> ] = GOTO 1285
M [ 1494 , <eq-expr> ] = GOTO 621
M [ 1494 , <exc-or-expr> ] = GOTO 622
M [ 1494 , <inc-or-expr> ] = GOTO 624
M [ 1494 , <land-expr> ] = GOTO 625
M [ 1494 , <lor-expr> ] = GOTO 626
M [ 1494 , <multiplicative-expr> ] = GOTO 627
M [ 1494 , <num-const> ] = GOTO 1287
M [ 1494 , <postfix-expr> ] = GOTO 1288
M [ 1494 , <prim-expr> ] = GOTO 1289
M [ 1494 , <rel-expr> ] = GOTO 631
M [ 1494 , <shift-expr> ] = GOTO 632
M [ 1494 , <unary-expr> ] = GOTO 1290
M [ 1494 , <unary-op> ] = GOTO 1291
M [ 1494 , CHAR_CONST ] = SHIFT 1292
M [ 1494 , DELIM_LPAR ] = SHIFT 1293
M [ 1494 , FLOAT_CONST ] = SHIFT 1294
M [ 1494 , IDENTIFIER ] = SHIFT 1295
M [ 1494 , INT_CONST ] = SHIFT 1296
M [ 1494 , OP_ADD ] = SHIFT 135
M [ 1494 , OP_AND ] = SHIFT 136
M [ 1494 , OP_DEC ] = SHIFT 1297
M [ 1494 , OP_INC ] = SHIFT 1298
M [ 1494 , OP_LNOT ] = SHIFT 139
M [ 1494 , OP_MUL ] = SHIFT 140
M [ 1494 , OP_NOT ] = SHIFT 141
M [ 1494 , OP_SUB ] = SHIFT 142
M [ 1494 , STR_LITERAL ] = SHIFT 1299
M [ 1494 , sizeof ] = SHIFT 1300
M [ 1495 , DELIM_COMMA ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , DELIM_LPAR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , DELIM_LSQBRACKET ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , DELIM_QUESTION ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , DELIM_RSQBRACKET ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_ADD ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_ADDASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_AND ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_ANDASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_ARROW ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_ASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_DEC ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_DIV ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_DIVASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_DOT ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_EQ ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_GE ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_GT ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_INC ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_LAND ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_LE ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_LOR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_LT ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_MOD ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_MODASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_MUL ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_MULASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_NEQ ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_OR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_ORASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_SHL ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_SHLASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_SHR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_SHRASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_SUB ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_SUBASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_XOR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1495 , OP_XORASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LPAR <arg-expr-list> DELIM_RPAR 
M [ 1496 , DELIM_COMMA ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , DELIM_LPAR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , DELIM_LSQBRACKET ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , DELIM_QUESTION ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , DELIM_RSQBRACKET ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_ADD ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_ADDASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_AND ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_ANDASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_ARROW ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_ASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_DEC ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_DIV ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_DIVASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_DOT ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_EQ ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_GE ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_GT ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_INC ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_LAND ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_LE ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_LOR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_LT ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_MOD ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_MODASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_MUL ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_MULASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_NEQ ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_OR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_ORASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_SHL ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_SHLASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_SHR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_SHRASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_SUB ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_SUBASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_XOR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1496 , OP_XORASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1497 , <cast-expr> ] = GOTO 1607
M [ 1497 , <constant> ] = GOTO 620
M [ 1497 , <num-const> ] = GOTO 628
M [ 1497 , <postfix-expr> ] = GOTO 629
M [ 1497 , <prim-expr> ] = GOTO 630
M [ 1497 , <unary-expr> ] = GOTO 1004
M [ 1497 , <unary-op> ] = GOTO 634
M [ 1497 , CHAR_CONST ] = SHIFT 635
M [ 1497 , DELIM_LCURBRACE ] = SHIFT 1499
M [ 1497 , DELIM_LPAR ] = SHIFT 1005
M [ 1497 , FLOAT_CONST ] = SHIFT 637
M [ 1497 , IDENTIFIER ] = SHIFT 638
M [ 1497 , INT_CONST ] = SHIFT 639
M [ 1497 , OP_ADD ] = SHIFT 135
M [ 1497 , OP_AND ] = SHIFT 136
M [ 1497 , OP_DEC ] = SHIFT 640
M [ 1497 , OP_INC ] = SHIFT 641
M [ 1497 , OP_LNOT ] = SHIFT 139
M [ 1497 , OP_MUL ] = SHIFT 140
M [ 1497 , OP_NOT ] = SHIFT 141
M [ 1497 , OP_SUB ] = SHIFT 142
M [ 1497 , STR_LITERAL ] = SHIFT 642
M [ 1497 , sizeof ] = SHIFT 643
M [ 1498 , DELIM_COMMA ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , DELIM_QUESTION ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , DELIM_RSQBRACKET ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_ADD ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_AND ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_DIV ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_EQ ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_GE ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_GT ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_LAND ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_LE ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_LOR ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_LT ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_MOD ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_MUL ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_NEQ ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_OR ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_SHL ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_SHR ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_SUB ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1498 , OP_XOR ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1499 , <additive-expr> ] = GOTO 412
M [ 1499 , <and-expr> ] = GOTO 413
M [ 1499 , <asn-expr> ] = GOTO 414
M [ 1499 , <cast-expr> ] = GOTO 415
M [ 1499 , <cond-expr> ] = GOTO 416
M [ 1499 , <constant> ] = GOTO 417
M [ 1499 , <designation> ] = GOTO 418
M [ 1499 , <designator-list> ] = GOTO 419
M [ 1499 , <designator> ] = GOTO 420
M [ 1499 , <eq-expr> ] = GOTO 421
M [ 1499 , <exc-or-expr> ] = GOTO 422
M [ 1499 , <inc-or-expr> ] = GOTO 423
M [ 1499 , <initializer-list> ] = GOTO 1608
M [ 1499 , <initializer> ] = GOTO 425
M [ 1499 , <land-expr> ] = GOTO 426
M [ 1499 , <lor-expr> ] = GOTO 427
M [ 1499 , <multiplicative-expr> ] = GOTO 428
M [ 1499 , <num-const> ] = GOTO 429
M [ 1499 , <postfix-expr> ] = GOTO 430
M [ 1499 , <prim-expr> ] = GOTO 431
M [ 1499 , <rel-expr> ] = GOTO 432
M [ 1499 , <shift-expr> ] = GOTO 433
M [ 1499 , <unary-expr> ] = GOTO 434
M [ 1499 , <unary-op> ] = GOTO 435
M [ 1499 , CHAR_CONST ] = SHIFT 436
M [ 1499 , DELIM_LCURBRACE ] = SHIFT 437
M [ 1499 , DELIM_LPAR ] = SHIFT 438
M [ 1499 , DELIM_LSQBRACKET ] = SHIFT 439
M [ 1499 , FLOAT_CONST ] = SHIFT 440
M [ 1499 , IDENTIFIER ] = SHIFT 441
M [ 1499 , INT_CONST ] = SHIFT 442
M [ 1499 , OP_ADD ] = SHIFT 135
M [ 1499 , OP_AND ] = SHIFT 136
M [ 1499 , OP_DEC ] = SHIFT 443
M [ 1499 , OP_DOT ] = SHIFT 444
M [ 1499 , OP_INC ] = SHIFT 445
M [ 1499 , OP_LNOT ] = SHIFT 139
M [ 1499 , OP_MUL ] = SHIFT 140
M [ 1499 , OP_NOT ] = SHIFT 141
M [ 1499 , OP_SUB ] = SHIFT 142
M [ 1499 , STR_LITERAL ] = SHIFT 446
M [ 1499 , sizeof ] = SHIFT 447
M [ 1500 , DELIM_LCURBRACE ] = SHIFT 1499
M [ 1501 , DELIM_COMMA ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , DELIM_LCURBRACE ] = SHIFT 1499
M [ 1501 , DELIM_QUESTION ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , DELIM_RSQBRACKET ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_ADD ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_ADDASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_AND ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_ANDASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_ASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_DIV ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_DIVASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_EQ ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_GE ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_GT ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_LAND ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_LE ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_LOR ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_LT ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_MOD ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_MODASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_MUL ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_MULASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_NEQ ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_OR ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_ORASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_SHL ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_SHLASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_SHR ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_SHRASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_SUB ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_SUBASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1501 , OP_XOR ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
